f_0,f_1,f_2,f_3,f_4,f_5,f_6,f_7,f_8,f_9,f_10,f_11,f_12,f_13,f_14,f_15,f_16,f_17,f_18,f_19,f_20,f_21,f_22,f_23,f_24,f_25,f_26,f_27,f_28,f_29,f_30,f_31,f_32,f_33,f_34,f_35,f_36,f_37,f_38,f_39,f_40,f_41,f_42,f_43,f_44,f_45,f_46,f_47,f_48,f_49,f_50,f_51,f_52,f_53,f_54,f_55,f_56,f_57,f_58,f_59,f_60,f_61,f_62,f_63,f_64,f_65,f_66,f_67,f_68,f_69,f_70,f_71,f_72,f_73,f_74,f_75,f_76,f_77,f_78,f_79,f_80,f_81,f_82,f_83,f_84,f_85,f_86,f_87,f_88,f_89,f_90,f_91,f_92,f_93,f_94,f_95,f_96,f_97,f_98,f_99,f_100,f_101,f_102,f_103,f_104,f_105,f_106,f_107,f_108,f_109,f_110,f_111,f_112,f_113,f_114,f_115,f_116,f_117,f_118,f_119,emotion_label
-789.0574,58.98457,-2.5422003,5.656545,-10.321835,-4.024105,-15.004052,-11.320528,-11.338924,-3.4133348,-14.630924,-3.5551336,-6.813221,-8.850104,-7.487284,-5.69007,-8.043522,-2.1762648,-8.860799,-2.3852437,1.0896288,0.22282337,-0.16907798,0.11575842,-0.009199766,-0.017083937,-0.04111783,-0.014650532,0.056586668,-0.0049051526,-0.055986874,-0.02160741,-0.058721777,-0.039122973,-0.044696227,0.032287885,-0.05860795,-0.06382086,-0.077620156,-0.030012835,-0.03148388,0.024731595,0.03379027,-0.028102942,0.010080712,0.0278974,0.014528089,0.032947,-0.00011378903,-0.012335712,0.010318506,0.007961547,-0.0030039866,0.008846656,0.021020897,0.02288235,-0.0243011,-0.031185986,0.007980625,0.014616787,169.53438,66.44749,25.446768,21.304043,16.712252,18.60121,17.527655,14.507743,16.095396,12.124586,13.915756,9.62524,11.085519,10.861687,10.220387,7.6143775,10.223646,12.540924,14.921025,13.144808,12.784371,6.500843,4.0878563,2.8288913,2.612677,2.3927584,2.4105763,1.8311163,1.8093209,1.7658936,1.5378498,1.5217614,1.3803027,1.3449608,1.5372828,1.045681,1.313025,1.806853,1.838285,1.6854112,6.8687434,3.1663961,2.040859,1.2685158,1.4113578,1.21641,1.4179062,0.9193678,0.83029807,1.0028315,0.86549276,0.9630324,0.7626111,0.85208595,0.87620485,0.66486645,0.7584339,0.8880243,0.80776876,0.9634081,calm
-755.86273,65.84886,-15.751363,9.8075,-12.238032,-6.488571,-24.794352,-13.611281,-8.188449,-5.250823,-14.162547,-1.5966892,-4.446483,-7.247633,-6.206373,-6.9259014,-12.382362,-2.8082,-8.451988,-2.4470556,0.35640517,0.1658586,-0.076090895,0.028818587,0.05602229,-0.017020134,-0.09798328,-0.026049344,0.041678615,-0.060792174,-0.06629539,0.005427858,0.0025855505,-0.017239999,-0.010282006,-0.0021730657,-0.014462823,-0.013931319,-0.02695433,0.0067315972,0.039834097,0.008434511,0.0042478032,0.021255596,0.011811295,0.0053702793,-0.02454993,-0.022541644,-0.00035295612,0.0070110993,-0.012110395,0.0026669852,0.0102890115,-0.019823512,-0.028325098,-0.010457419,-0.014814199,-0.023153534,-0.026083257,-0.0060942103,134.43924,57.67032,29.774933,21.5481,17.409107,20.66437,16.196497,15.446522,18.691584,11.157761,15.118272,9.540238,11.510004,14.619748,10.4613695,8.784982,10.238019,8.618,11.190452,12.3330765,15.0654955,6.6787724,4.7028213,3.0925758,2.68771,2.669499,2.860129,2.1207955,2.1554236,1.6857363,1.6212595,1.4188313,1.3705013,1.5690702,1.3446406,1.2296437,1.5332477,1.39128,1.6424044,1.9331493,7.653943,3.2103853,2.1403859,1.5841478,1.5432676,1.3670974,1.778438,1.143382,1.1247315,1.0018193,0.9713499,0.88462895,0.8486878,0.88862693,0.91374415,0.84756136,0.86618865,0.7920827,0.98522437,1.0073527,calm
-735.6927,60.376637,-9.097615,8.994574,-15.096543,-4.8907413,-25.650524,-11.010004,-8.546241,-6.383809,-13.026612,-1.0221153,-5.3746014,-5.3685346,-4.5301313,-7.422325,-12.244431,-3.6672647,-8.982123,-2.2415159,0.9212187,0.09711284,-0.11755465,-0.039480988,-0.043257724,0.0042910404,-0.12013644,0.020514574,0.03073418,0.026975568,-0.055099055,-0.002364721,-0.010176578,0.022364654,-0.01110551,-0.0027037112,-0.004027604,-0.0237698,-0.034580946,0.011662743,-0.041329496,0.029723005,0.024683429,0.01887908,0.02342875,0.027127212,0.009323955,-0.002496252,-0.01553716,-0.021523034,-0.005845272,-0.02336333,-0.003407548,0.0059290994,0.014140715,0.035505626,0.01413287,0.006346953,0.005824495,0.016190315,137.3459,63.449886,37.242226,21.983755,20.414335,19.887352,19.77899,13.155129,15.121417,9.760147,15.31684,9.613992,9.848268,11.781376,8.5414,10.973445,11.408304,9.335736,10.820203,13.117617,10.710136,6.340612,4.945111,3.448672,2.839431,2.380211,2.773858,1.8056979,1.6813481,1.5670689,1.637435,1.5173092,1.0902879,1.320328,1.1369973,1.3058659,1.3513479,1.0617542,1.2318052,1.5467526,5.782407,2.8204165,2.1144698,1.4418081,1.3330435,1.2434572,1.3715591,0.9223443,1.0112258,1.110785,0.93080974,0.99420637,0.71360403,0.8062999,0.72148013,0.83932877,0.961079,0.6999054,0.7001487,0.9146257,calm
-764.9868,54.23793,0.9105783,2.0394254,-12.500866,-6.398558,-19.38017,-11.001736,-10.112865,-6.3268785,-15.889859,-3.0642896,-11.822708,-9.102771,-5.6154323,-9.66596,-11.251552,-4.6090393,-11.684593,-6.432014,0.99228466,0.40057963,-0.11547835,0.06528598,0.049614523,-0.11243041,-0.017333794,0.03648853,0.061519887,-0.034575187,-0.07563615,-0.0040283646,-0.06803621,-0.053764604,-0.03856494,-0.06969419,-0.058837827,-0.019791473,-0.08185575,-0.014154384,0.013970689,-0.051627733,0.034426194,0.0050739944,0.00547823,0.04709403,0.023861524,0.01883232,0.0073695816,0.001761606,0.0017732093,0.0037594642,0.014880725,0.012263131,-0.003712654,-0.004832899,-0.009359563,-0.0097100185,0.003561021,0.008781259,171.13016,71.23151,26.13374,26.128588,20.805143,19.089529,18.596361,14.08438,13.964953,9.459405,14.279702,8.636308,11.340537,8.840232,7.961948,9.237792,11.016298,8.312983,10.509826,7.4558682,13.51633,8.328126,4.0128455,3.4007611,2.941891,2.4154932,2.7731702,1.7720364,1.7598419,1.4996489,1.3787519,1.3518099,1.1951939,1.127214,1.1726911,1.0806181,1.2800287,1.2096239,1.0219904,0.84059983,6.3767824,3.2008102,1.8835682,1.6114415,1.3854859,1.4992535,1.4905685,0.88138753,0.994335,1.0141828,0.859968,0.78591824,0.8130764,0.73247963,0.8236368,0.7825329,0.8336292,0.7663068,0.6943985,0.619814,calm
-773.14056,49.713337,-13.85791,10.03045,-15.337214,-3.6386,-15.693551,-9.275144,-6.1137943,-6.6380944,-12.015603,-3.6315448,-4.1572433,-6.703096,-3.391291,-5.343784,-7.173752,-3.2225416,-4.336576,-0.88881016,0.0141245695,0.018173719,0.014427735,0.011526216,0.00999123,0.008236487,0.0056074085,0.0034886356,0.0029618684,0.0029084801,0.0016220447,-0.00061644113,-0.0020902401,-0.0024825726,-0.003475552,-0.0059913322,-0.0082660215,-0.007928924,-0.005295343,-0.003133102,-0.0010711062,-0.0017888712,-0.0015947811,0.00041209187,0.003465174,0.0053944476,0.0055257655,0.0054002455,0.006233055,0.0069950568,0.006025853,0.0036819805,0.0019663742,0.0017038381,0.0015293058,0.00014215866,-0.0016578083,-0.0021939056,-0.0014368332,-0.0009974139,196.24371,60.589718,31.696848,21.193628,25.649391,17.962542,19.84273,14.786857,12.145149,12.541383,13.23655,9.7481985,10.43541,14.576513,13.701616,8.552287,10.537215,8.228733,8.7745905,10.722543,13.936939,6.303162,5.3236012,3.26329,3.4054487,2.1527908,2.086617,1.747488,1.6957101,1.7834452,1.567136,1.4095844,1.505666,2.0598197,1.9587784,1.029306,1.6504898,1.5323725,1.3976195,1.6230856,6.5623627,3.1964462,2.3181062,1.6616381,1.6911967,1.239889,1.0861847,0.89322275,0.9641455,1.0276452,0.8918803,0.9740929,0.82488894,0.91601956,0.9733697,0.6296118,0.977778,0.8257179,0.7808872,0.8670116,happy
-735.2096,42.067207,-19.996407,12.973487,-17.857645,-3.7981777,-15.460727,-12.226713,-6.0204926,-7.576768,-12.177251,-5.2692747,-5.3546944,-8.287606,-3.1084476,-1.0188099,-1.3224487,2.5729425,-1.8432297,3.520015,0.021292044,0.023994198,0.014507192,0.010419217,0.0056956727,-0.0025924954,-0.006335864,-0.004556266,-0.0052789752,-0.0078040673,-0.004906816,0.0005089294,-0.0001353869,-0.0048868745,-0.005644106,-0.0037097456,-0.0058479933,-0.009108987,-0.0053404905,0.0022660806,-0.0062521463,-0.0059363437,-0.003268416,-0.0063838707,-0.009143662,-0.0068839737,-0.005169959,-0.006385237,-0.0041082087,0.0024540322,0.0047144857,0.00012210754,-0.0035826555,-0.002526875,-0.001654937,-0.0032584062,-0.0026738439,0.0016992829,0.004408746,0.0026757338,200.37196,50.680622,38.498184,23.210993,29.827785,18.773594,18.736746,17.305285,12.57839,11.813181,13.476439,11.033072,9.398511,13.148956,12.253168,13.645291,13.798141,13.93228,12.772467,14.913765,14.211178,5.4602146,5.345931,3.368201,3.7945797,2.1404705,2.3949702,1.8260196,1.7064916,1.7436696,1.5189364,1.6068503,1.2482061,2.052553,2.1605394,2.276981,2.1965747,2.3365865,2.062233,2.264396,6.931766,2.871719,2.3091984,1.8665454,1.877664,1.1548145,1.3028191,0.8868346,0.92510235,0.8938164,0.8105809,0.8792853,0.9039387,1.0958793,1.0689518,1.1139051,1.1508225,1.4791318,1.3261905,1.2192476,happy
-742.8844,47.713474,-10.706315,13.23486,-14.434776,-1.8199921,-12.890085,-9.487917,-8.083613,-4.883789,-9.5960045,-4.588645,-5.9093604,-7.409411,-8.133338,-6.0150495,-7.917865,-3.6931546,-4.221182,-3.0886288,0.01990537,0.028313076,0.027803415,0.024892015,0.019427728,0.013493868,0.009629275,0.008665647,0.009508329,0.010616477,0.011027833,0.010078801,0.007283214,0.0033280351,0.00052674505,0.00093205663,0.0037633984,0.005779951,0.004850546,0.0023629896,-0.010006331,-0.014513846,-0.014818871,-0.0134900715,-0.009682219,-0.004049689,0.0018119835,0.006404716,0.008807162,0.008646771,0.006269986,0.003015691,0.0006614476,-5.5493706e-06,9.480485e-05,-0.00043977573,-0.0016116751,-0.0019959342,-0.00079154456,0.0007983248,194.95276,58.564705,36.493954,26.436018,29.958961,15.950914,16.74017,14.697243,14.945142,8.7590885,11.696226,9.247812,8.791683,9.379263,10.227167,8.34559,10.464933,7.559486,9.781087,12.565014,13.513417,5.85853,5.6347365,3.2744176,3.6479764,2.229037,2.4267223,1.7054037,1.7699369,1.2184621,1.5029988,1.3039771,1.0667952,1.1714219,0.9574983,0.98337674,0.99620974,1.169803,1.5633464,1.932413,6.33317,2.6648896,2.333997,1.4912521,1.6242132,1.1276778,1.4139389,0.89742523,0.98590255,0.9513583,0.81926,0.8230515,0.69748753,0.7673748,0.65580106,0.63149786,0.5998473,0.76110226,0.82949287,0.8323167,happy
-734.9178,47.63942,-14.297454,10.94193,-15.251109,-4.8822227,-15.58347,-8.876399,-5.6395907,-6.006919,-8.775129,-4.000535,-6.0386214,-7.989879,-3.8997538,-3.773058,-6.212983,-1.6408929,-4.1788883,-0.26476687,0.0070283706,0.009382698,0.007828053,0.0057435525,0.0038467927,0.0024789576,0.0013034606,-7.6389e-05,-0.0014761802,-0.0024189774,-0.0027667359,-0.0027104423,-0.0024141837,-0.002060545,-0.0020028744,-0.0024577677,-0.003213496,-0.003983805,-0.004827615,-0.005849819,-0.0045195594,-0.005886021,-0.0046084966,-0.0032188648,-0.002408708,-0.0022456148,-0.002065245,-0.0012549752,3.3677814e-05,0.0011466104,0.0016450752,0.0015133616,0.00092521834,0.00015144728,-0.000466521,-0.00076519453,-0.0008672472,-0.00082276075,-0.00035208484,0.0007608396,193.23442,57.09448,39.92411,25.493742,28.122728,16.480526,20.768564,15.990824,12.655917,10.531601,12.791431,9.060401,9.121096,11.287987,8.771694,9.437185,12.881985,9.836331,10.368082,11.591001,13.456588,5.0484624,6.3259764,3.7381644,3.5186298,2.0935466,2.5353472,1.7665898,1.5468688,1.4602779,1.4466217,1.3106565,1.2337562,1.393324,1.5690563,1.4597422,1.7257478,1.9104975,1.9306296,1.5329882,6.003578,2.4594324,2.4110832,1.5753454,1.511754,1.1617239,1.4182565,0.97225034,0.78656673,0.8443704,0.7947196,0.78766805,0.70256025,0.8202882,0.8526925,0.71780777,0.9090455,1.1525989,1.0605315,0.88266766,happy
-623.9458,33.241196,-22.792044,7.0192604,-19.027554,-4.7619777,-16.155254,-13.553492,-5.48818,-5.923553,-11.863989,-0.2528656,1.5786917,1.0643524,-3.3801944,-4.6145315,-2.7292874,5.3785944,0.62965375,2.7631145,0.11908055,0.07754849,-0.007745622,0.01734724,0.04552518,0.06702237,-0.024506325,-0.06719709,0.025575647,0.0071208356,-0.015203336,-0.011830403,0.0047396566,0.058260206,0.0129108615,-0.035932645,0.0061511104,0.007480244,0.008094246,0.030379007,-0.03599307,-0.014456724,-0.0009354278,-0.0086555565,0.0033688648,-0.008478214,0.0039223866,0.027638037,0.0074240803,-0.0045683407,0.010378202,0.0044877212,0.004742909,-0.006697986,-0.00020477542,0.018939659,-0.0072873905,-0.008019254,-0.011702264,-0.010480779,169.92757,41.435165,37.284187,22.077913,28.811916,20.9246,18.400904,17.81185,15.883988,15.058017,14.289711,18.528898,20.72407,21.8984,14.554757,14.16895,14.571732,13.565618,14.255433,15.394396,14.72477,5.3942513,5.1452303,3.2837791,3.5230267,2.6423225,2.4004736,2.117856,2.200243,1.9844476,2.0378873,3.0004802,3.123738,2.9767067,2.7048898,2.7620828,2.332151,2.208529,2.3508987,2.4817784,6.504279,3.1558723,2.3176472,1.6177104,1.6293855,1.3536309,1.3316045,1.0866469,1.0590987,1.0790793,1.1318071,1.2709806,1.2972695,1.2591689,1.5672224,1.5327076,1.3783189,1.3639985,1.3979208,1.4431044,happy
-640.1359,24.647404,-21.576618,6.5546,-20.447374,-2.8537817,-14.28449,-9.919255,-6.4168444,-8.984694,-11.43342,-4.7285304,1.3121924,-1.2601148,7.3002977,6.6585374,5.3300114,5.4386754,-2.0150938,2.4524493,-0.0017723514,-0.0024204634,-0.0026662643,-0.003096533,-0.002652143,-0.0019358566,-0.0018838522,-0.0010800409,0.0011115216,0.0022014098,0.0012572216,0.00076487847,0.0013754391,0.0009243892,-0.0006547655,-0.0014537799,-0.0015015348,-0.0018065284,-0.0020567745,-0.0019416984,-0.012110231,-0.008454399,0.0024564813,-0.0008140893,-0.0062228674,0.00034633584,0.006841898,-0.00049173157,-0.010294467,-0.007927915,-0.0012847878,-0.003291344,-0.008084959,-0.0040848125,0.0041689216,0.0047408766,-0.0011811827,-0.0029628458,0.0008490458,0.001660949,181.37509,40.767605,35.710968,18.589886,30.398241,17.41311,21.916466,15.306957,15.885404,14.346469,14.114534,16.23825,19.611183,19.280409,19.754393,21.54913,19.303362,15.951468,15.483647,13.550537,13.086831,5.905492,5.2301064,2.874404,3.734629,2.2727787,2.5675662,1.7708056,2.1818106,2.0235415,1.4508712,2.2137597,2.6146512,2.4598706,2.827468,2.9653916,2.8084114,2.5630796,2.808417,2.4886873,5.8536224,3.2946286,2.3542566,1.4456854,1.8387816,1.031943,1.3730955,1.0377219,0.91225183,1.1053195,0.93296146,1.2571462,1.472686,1.4960948,1.4489685,1.5968333,1.5015035,1.5189797,1.6628629,1.4192647,happy
-648.8222,30.759642,-16.468245,4.9302936,-18.964008,-6.9322424,-17.3317,-12.103539,-8.117927,-9.50378,-10.801055,-7.000031,-6.984683,-11.069138,-6.8098526,-6.0281234,-2.4239514,5.685342,2.1718237,2.4475904,0.000103212275,0.00013555483,0.000105202,6.025574e-05,8.446829e-06,-4.1815925e-05,-8.223144e-05,-0.00010635845,-0.00011068959,-9.513297e-05,-6.305656e-05,-2.0670337e-05,2.4117504e-05,6.312944e-05,8.92335e-05,9.7712014e-05,8.690476e-05,5.8668396e-05,1.7698421e-05,-2.8996768e-05,-0.00023256346,-0.00030277416,-0.0002291163,-0.00012040376,4.8760958e-06,0.00012553412,0.00022133958,0.0002765101,0.00028243175,0.00023903324,0.00015481366,4.5161705e-05,-7.030754e-05,-0.00017117543,-0.00023986197,-0.00026454878,-0.00024111089,-0.0001738515,-7.453947e-05,3.975808e-05,184.35916,49.570435,38.909897,21.804766,28.632982,16.381113,20.118784,16.500961,13.589744,11.387237,13.224293,10.168099,10.191383,12.796302,10.826298,11.069616,14.483364,21.212706,18.43508,12.301864,13.888241,5.2447734,5.0381207,3.2749357,3.5680037,2.1754377,2.5251362,1.8361981,1.758766,1.4062415,1.4251453,1.2951872,1.2286613,1.3580496,1.4550668,1.5099778,1.8827872,2.5482748,2.0401964,1.9770609,5.923348,2.817315,2.052407,1.4281819,1.7050545,1.0758798,1.3859541,0.9883641,0.944779,0.96268016,0.69761467,0.85242945,0.7152878,0.71825844,0.8246245,0.9014835,1.143755,1.2881815,0.9412476,1.0689288,happy
-583.04254,21.911308,-26.16165,3.3460653,-23.354298,-10.142775,-22.709656,-10.46194,-10.000163,-11.481612,-16.399418,-4.9399567,-2.5262299,-3.401971,3.8257456,3.5263956,5.0160575,6.1599894,3.0250535,4.13792,0.010365229,0.01461844,0.0144983465,0.014301262,0.014031407,0.013694472,0.013297084,0.012846506,0.012350146,0.011815265,0.011248655,0.010656332,0.010043445,0.009414131,0.0087718265,0.008118987,0.0074578724,0.006790117,0.0061177034,0.0054427683,-0.0038541656,-0.0054370984,-0.0053966814,-0.005329912,-0.0052375016,-0.0051204856,-0.004980208,-0.0048182104,-0.004636175,-0.0044360645,-0.004219831,-0.003989637,-0.0037476162,-0.0034960117,-0.0032370558,-0.0029729705,-0.0027059296,-0.0024380921,-0.0021715655,-0.0019083815,182.85371,33.58398,41.91617,24.268389,33.05569,18.471094,21.771723,14.763931,15.30666,13.989925,15.687055,15.297074,16.137197,17.040281,17.883778,19.554073,19.41434,16.40262,14.790924,13.872876,14.100285,5.3888345,5.497749,3.3043883,3.6462812,2.5154192,2.7292376,1.6481973,1.7728705,1.8418233,1.555878,2.497593,2.738585,2.8493786,2.7963316,3.282084,2.8258424,2.9437153,2.7400365,2.359813,6.1363497,3.0705688,2.3240674,1.576937,1.612201,1.3345464,1.509685,0.96100885,1.0177414,1.1821043,0.8352366,1.1783042,1.3201319,1.67013,1.394899,1.6842395,1.6144912,1.7783058,1.6394216,1.3715919,happy
-828.0461,46.08876,-1.3445098,10.616732,-8.8117895,-0.6925525,-10.236471,-8.58967,-8.768779,-2.7439823,-9.410896,-5.129758,-2.9219878,-6.0347733,-6.442562,-2.3938808,-5.1532784,-3.0666597,-3.900784,-1.248216,0.035216473,0.042276282,0.027888346,0.016562795,0.011283127,0.007917859,0.0016162847,-0.0032572097,-0.005571603,-0.007518217,-0.009916493,-0.010605688,-0.005951425,-0.0007207148,0.0015694374,0.0018586573,0.0025744801,0.0044835145,0.002124322,-0.00363297,-0.036051627,-0.04580692,-0.03541461,-0.025254935,-0.01687867,-0.0107152155,-0.0031885672,0.004812725,0.008181907,0.006842741,0.0024252294,-0.0007905637,0.0012399153,0.004182983,0.0037479147,0.00097436405,-0.0009178402,0.0013313745,0.004372443,0.0031291472,175.75758,60.45749,26.744501,18.975426,20.810562,13.303237,17.693808,12.320188,13.586193,8.703167,10.964478,8.595967,6.8627644,10.568379,9.676102,6.22083,10.096033,7.576302,8.881613,7.4986157,12.557283,6.91425,4.734122,2.7281241,3.198058,1.6408778,2.2173266,1.5937597,1.715706,1.4501239,1.1796927,1.1722009,1.1822821,1.3214,1.0365617,0.9661587,1.1838845,0.9869035,0.99687135,0.9431586,6.682938,3.558754,2.2312,1.3575314,1.6643788,0.86647034,1.2671038,0.93944895,0.89909214,0.7596811,0.7500213,0.7656937,0.7113321,0.72854614,0.5968717,0.67978936,0.8192371,0.60895425,0.62672377,0.68122905,sad
-737.7614,38.18176,-8.93506,4.05842,-13.878809,-3.3446052,-14.767928,-12.100635,-7.1709228,-5.2803593,-11.233616,-7.158045,-1.289464,-9.247446,-0.747669,0.06626066,0.7203677,1.4974308,-0.7704614,2.132388,-0.00038020237,0.00020930142,0.00088952784,-0.00012670245,-0.001440929,-0.0013230536,-0.0005963411,-0.0007329066,-0.00164486,-0.0025536863,-0.0029508807,-0.0025038307,-0.001531719,-0.00087467063,-0.00050981337,0.00021219095,0.0009378753,0.00096613547,0.0008533769,0.0011741315,-0.0043121376,-0.005078937,-0.0034515914,-0.003083725,-0.0031639202,-0.0017053375,0.0009821475,0.0028002765,0.003323772,0.0041185487,0.0054391357,0.0052927164,0.0028208315,0.0002856128,-2.4493747e-05,0.0008485032,0.000331405,-0.0016843734,-0.002999529,-0.0027647233,174.95462,55.85741,23.848528,18.830235,22.940243,15.273605,18.716621,15.90782,14.22793,11.940319,12.976279,12.62033,8.265768,12.858733,8.507351,14.261693,15.346735,14.977411,11.55996,14.4058,13.317352,6.4938984,4.0478616,2.7281704,2.955407,1.8185732,2.3493338,1.9818496,1.8561215,1.5963883,1.6377238,1.6406769,1.3343836,1.825593,1.4421945,1.9503399,2.040087,1.7490095,1.871604,2.1358893,7.0040812,3.8530042,1.8802876,1.3177933,1.5825204,0.96916944,1.4792628,1.0582024,1.0507673,0.86591685,0.91721964,0.8998496,0.8287193,1.0295948,1.0056704,0.99827796,1.1245489,1.0203822,1.0903127,1.0867372,sad
-729.43225,35.137234,-11.02699,5.566487,-17.330214,-7.3916616,-17.059479,-13.239928,-9.355878,-7.710595,-11.4867,-6.8965178,-3.5687602,-10.517971,-3.6107895,-3.9623961,-2.1101353,5.048693,5.3563547,6.0453973,0.01660582,0.02310799,0.022006419,0.020246027,0.017906873,0.015085239,0.011926594,0.008648064,0.005512852,0.00277056,0.0006078232,-0.0008616368,-0.0015888658,-0.0015965174,-0.0010011086,-1.2071426e-05,0.001117643,0.0021674768,0.0029985295,0.0035532543,-0.0027977985,-0.0037410029,-0.0031411417,-0.0022722415,-0.0012671575,-0.00025157278,0.00064414204,0.0012769398,0.0015228131,0.0013319175,0.00075479003,-8.574435e-05,-0.0010458163,-0.0019854738,-0.0027608662,-0.0032235458,-0.003258605,-0.002839176,-0.0020441867,-0.0010197524,179.33044,58.518932,35.457733,24.924988,26.894028,16.175978,19.67179,17.610508,15.397768,11.402133,12.543058,12.68441,9.047087,12.825333,8.314665,13.120934,12.841713,16.603323,18.39408,18.069191,14.584532,5.938259,5.709892,3.824526,3.5337315,2.1065056,2.6023648,2.0112054,1.6729432,1.251333,1.2636036,1.2336276,1.2176472,1.5483073,1.2402974,1.5662042,1.6268886,1.9524959,2.3289876,2.5052226,6.611577,3.0199718,2.5300953,1.6464235,1.7056718,1.1762469,1.6018623,1.0881214,0.8686475,0.9040127,0.7488425,0.72610813,0.8682853,0.770586,0.8026436,0.7439964,0.8987357,1.062483,1.1521583,1.2664828,sad
-746.0255,28.507177,-12.465103,1.2802249,-19.971,-8.387494,-16.671824,-14.485702,-8.372797,-9.623064,-10.909812,-6.879046,-3.349408,-8.32654,-1.2950879,-1.4324126,1.5623528,9.063306,6.679339,3.9778855,0.004094222,0.005613777,0.005140387,0.0044855345,0.003730584,0.002885039,0.0019437594,0.0009663414,8.2244114e-05,-0.0005919751,-0.0010372428,-0.0013277412,-0.001544211,-0.0017009304,-0.0017636131,-0.001731467,-0.001682447,-0.0017234352,-0.0018934379,-0.0021251445,-0.00047918173,-0.0005214159,-0.00017339764,0.00012710165,0.0002577804,0.00030319238,0.00041054728,0.0005836257,0.0006556899,0.00047622545,0.000100508085,-0.00023669816,-0.0003434962,-0.00024974128,-0.00015051261,-0.00018193081,-0.00028123095,-0.00028294997,-0.00013547284,1.433462e-05,175.31241,54.696674,33.102318,24.38218,27.509384,15.685153,18.908527,17.424154,15.795663,12.774368,12.096362,12.714352,8.438858,14.3367,12.160375,12.952395,14.769931,20.412159,18.13332,13.631196,13.793207,6.2925014,5.2705116,3.6504078,3.5413017,2.221989,2.5106297,2.1994,1.9451602,1.3270012,1.4806385,1.7293937,1.4264026,1.7353389,1.8484035,1.9115231,2.23782,2.3710754,2.1845665,2.2527397,6.2022204,3.0980992,2.3073456,1.5779167,1.6620746,1.2331892,1.4683653,1.1611046,1.1436979,0.8717043,0.89878535,1.0429491,0.93157446,0.83682996,1.1119313,1.0302224,1.3241993,1.3001109,1.1962228,1.1945606,sad
-658.13495,24.633318,-23.996418,3.3144844,-21.431507,-12.697273,-20.97372,-16.023874,-5.6713934,-7.549916,-8.031671,-0.22555806,9.088058,6.284078,5.4508977,3.9041834,3.209,5.1905804,-1.171081,-1.1704745,0.0060712746,0.008430506,0.007975369,0.0072542503,0.0063201897,0.0052408683,0.004092917,0.0029554272,0.00190361,0.001002543,0.00030227198,-0.00016584428,-0.00039095577,-0.0003825549,-0.00016888432,0.00020641544,0.0006894099,0.0012202777,0.0017398632,0.002194255,-0.0008430988,-0.0012085113,-0.0012552144,-0.0013261321,-0.0014115889,-0.0014994817,-0.0015767951,-0.0016306215,-0.001649893,-0.0016263402,-0.001555516,-0.0014371612,-0.0012753394,-0.0010780559,-0.00085633935,-0.00062319724,-0.00039238847,-0.00017700698,1.1747462e-05,0.00016546586,161.34871,43.877216,36.01237,19.57758,26.556332,21.185076,21.506239,21.145418,14.065843,13.985396,13.059283,16.532574,24.97828,19.48967,16.33355,21.733427,17.829613,13.705173,10.939526,11.408444,14.348151,6.1169353,5.2903285,2.7153318,3.0004213,2.4094229,2.4652226,2.107841,1.990403,1.7678881,1.9138517,2.1166887,3.158015,2.7081213,2.6872756,2.7032874,2.50558,2.416558,1.912425,1.9527922,6.656234,2.9045491,2.4272099,1.5447432,1.4274502,1.2805451,1.1902927,1.1801178,1.0114837,1.159899,0.9992803,1.1786604,1.6413035,1.4516636,1.6294752,1.4513217,1.4269861,1.3025396,1.2137356,1.0629717,sad
-635.2556,22.174618,-18.108692,-2.596855,-21.36652,-7.1579413,-15.016458,-13.342096,-4.374741,-1.6551107,-2.4765682,6.255223,15.070185,12.193915,7.1083093,1.8432299,1.7513379,4.19413,-2.2883272,0.58765686,-0.022130111,-0.009406359,0.016854543,0.0044518434,-0.01466286,-0.0001223808,0.020908935,0.009472499,-0.014225291,-0.012152574,0.0070118145,0.010527817,-0.0032552294,-0.008171965,0.0048599686,0.013298117,-0.00011373438,-0.01573123,-0.0077345935,0.009003131,0.0016880098,0.0026162898,0.0033761053,0.003794896,0.003235135,0.0035897426,0.0051678126,0.004524574,0.001810138,0.0016540874,0.0030564566,0.000996234,-0.0016045016,0.0009501202,0.0041695912,0.002244362,0.0006160229,0.0037582389,0.004673493,0.0001429757,158.75691,40.175854,30.265114,23.981157,27.559473,22.633478,19.023745,16.883196,14.886012,14.872092,19.49199,21.197256,25.629145,19.299322,19.574003,18.32564,13.057959,10.581104,10.134677,10.252971,14.668085,6.8736963,4.3499284,3.1317434,3.1244767,2.4729493,2.5299842,2.1481032,1.8066447,1.8549451,2.572172,2.6441407,3.2009149,2.712755,2.378441,2.6047623,2.2253988,2.0746136,1.7675412,1.7919855,6.654828,3.4575298,1.9323727,1.4231248,1.3686606,1.2327567,1.3968073,1.2383637,0.9355984,1.1193137,1.2115289,1.3665578,1.6137139,1.5122886,1.3306488,1.7057008,1.4264779,1.2127258,1.1812278,1.1924958,sad
